"ID","time","x","y"
15137,2013-02-11 15:24:00,-1735358.81203878,404807.82877928
15137,2013-02-11 22:16:00,-1741851.18160625,394181.860947804
15137,2013-02-12 17:01:00,-1884528.35931786,346634.00621178
15137,2013-02-12 20:01:00,-1905000.593933,344893.761921208
15137,2013-02-13 03:51:00,-1926345.15807884,360319.33969913
15137,2013-02-13 05:44:00,-1921594.67392039,367947.504799673
15137,2013-02-13 08:02:00,-1931949.81424359,372385.381401273
15137,2013-02-13 08:28:00,-1935331.35117763,374328.043084664
15137,2013-02-13 09:45:00,-1939313.10864804,375560.581489717
15137,2013-02-13 14:54:00,-1983319.53618303,378743.153029174
15137,2013-02-14 17:22:00,-1990706.51201349,455768.417477102
15137,2013-02-15 02:20:00,-1996480.79769116,453942.283815453
15137,2013-02-15 02:29:00,-1996436.72836896,453204.807562748
15137,2013-02-15 03:09:00,-1996158.38757746,450183.019689705
15137,2013-02-15 04:15:00,-1998257.12073782,447044.239517572
